address,pubkey,value
17DWwPDsdgS1qkTKjTTAC1Znpt6Pie2puY,,1006600000
17DmCeyG4pfT6wmnbbQFFAmHgpoEtg9F4N,,2800000
17DwTB8ruS2SGWouvZsbuKce7Cg2rhdnW,,2107890000
17E8HYREb7BxHYd6Ag4teFS4S4mzbg6jrm,,1007300000
17E8z31E3gBMGhTNmnEdajjtLXUsWvGRVi,,6860000
17EBk8EQWSwncYMS49kRLjJby5uSiZkuDT,,1004500000
17ECmpDtXRsR1neU3BqjNx7fR6TV2FDU49,,201760000
17EDDrsfSGzRW3EZTZAuiaVL6ps43XC1Ka,,77375020000
17EEyCJPmq88p5czqqp4v9x4gzsmHX9UHV,,1121958000
17EQWJq1LpLcLydifJS3S4gN9BCZcb64kj,,1007300000
17ETLQbdRA5AW2LZrAoXmuTTLRBEwnhVrg,,13000000
17Ehpbs8tXEBSh3AysXGPZqUYLJ2hHqaWL,,19482610000
17Et43TaiYnHtCvVk2KpjmVsmNDZf91aTo,,39179000000
17EvdZPRX6ydUXr5aXNcr4yQsKtdr6z5Af,,181000000
17ExQWXvC3UaMMRg2yGRo5WBMb9a24926n,,7394000
17F5CB3TQUqMbFtqEK1bfpPJ3cXJUbq59Q,,135000000
17F76NmAtMa6XHQwouiMs4d9tMRE8vcPLH,,1005900000
17FAESGk311sQfJE6ivTqCXDXgjiQAU1cF,,3680000000
17FBR5ysS34hmLCJedz15UGA92AAGj9gwt,,215542000000
17FBvxZ3W3GzbBAyxvGtxQSmyuAqAwo75U,,1006600000
17FDSZm5ocMjyk8AvnpbH18YtmCwkT7eHq,,166188000000
17FDcNvyAFHuE5SrzCco3KybmscnCuRT58,,1004500000
17FF4PPg76hSxQ2bBn6XcjA8HySsQBnKXh,,1004500000
17FHam6BqJeZiUUMFyVm2anL2xD2gUnAhK,,94000000
17FTsqjKJShyyeaaPprNGQVpxeA56qsF8w,,1007300000
17FabCD2vFSzBS9RHrYzNKfQBrrNmg6vTH,,200760000
17FdRcYJThXRxy1i7PFPES9YXNokqYJXdz,,624744445000
17FjBUf9WbsoB4jUJMKJBmSx9Cfp6pksbX,,81593980000
17Fk77rgZS3orCjxkj2byW9P1KydRK62XH,,1006600000
17Fow964fPRJfViPbC87yVKDPtAgu5Zc5E,,165746540000
17G6MiC8WqBASJXwxehVrmRXzEbWgLWFrF,,1004500000
17G7j6n28DTfKxgPPcGeJuQg8jViTmNw3K,,2100000
17G9JVfM8Lzb74nyYL7VNYUs66pWbCPhDm,,196000000
17GAG4GfZwE5UPDp65b8DhMbyS9W4vmYVP,,2800000
17GDL68weyNZCAKSdhnZQSqo8VSUQLDeFS,,2100000
17GLKGhA5yTgp7kcEr64GYbMG4KcwRLDXv,,2100000
17GLxXsZcqsdiLtNUSKbHUoq7A8h58EWEU,,74000000
17GQXZdQYDQytYmcBNEYH5SK3R5AhhfkX2,,1039280000
17GSFTQhJTshKU5vVtf7XEPyPBQuUuHfYq,,31512060000
17GTHYdrmpqEKQNodUegVgPUJZzZByiKc,,1004500000
17GWEtBY5158QKztStzhiTRp5cWrjwvYR7,,28000000000
17Ga5LuePWfxPvZrm3RTBB9byrLHNKtvFb,,1004500000
17GaznDG5gZSE2Ed4E5UkHeNiE8ptgoLHu,,100000
17Gd1mFg1wR2kyjA3nCji4NNrsJYRMb3du,,1007300000
17GftEbop78r1Z8PsXWao8Tc5NrMKcQy2a,,478030000
17GfvVaVPBm3g8FHbJ8mrJ6XM8ZU4wXKRc,,11788506000
17GuqvndqS6w7jZ2hcnBgzuqUQfwgxpkLJ,,700000
17HHK91WpdUg48RfrsUgdCzZq1VCqaFN3F,,9692000000
17HHPiQJTUhffjVN1dekSqtS41vWeokjk8,,211000000
17HHjrNENLfnHqZbgEwVAHKKFdXqgKFQ6E,,198450000
17HLx5EZpHgT7Towh6iC4KXx338tW5qEg8,,1029920000
17HMUugoj3goe5dniFFspXMfV6fKBLwRdz,,1029210000
17HQUtfvMkbXHdQGZr4QWHjQN4iUCXxt1i,,16574420000
17HThP1EnM3pzU8M61v55DxtcUhLfnXvoi,,1004500000
17HTwidCw4XUwgh8FZRwAB9h53qySfzoZg,,1004500000
17HXmU3wW4Azh32RVfSkQ8189j5CSEP8Um,,461000000
17HcrPaezuxgqTh34TZgqfBZzpMx5GBotN,,36635400000
17HjG5VrzS3efjvHWnVgrFD6q7cnBC3A3Y,,14000000
17HpEY6HXiTaCapVYCmjPoZCUry7CHSNvF,,1306550000
17HvMv5P7UFzknScy9iXTz5zawe5Us8g9e,,638000000
17HzTXWaUg5MjGVgNSHN1k5Vgo4riyRD9m,,1007300000
17HznxU8ZrkcwQGk8ShaTjryJKj4UVXuSo,,1092630000
17J6Ti5Ub15dZXjW9mr98gsk1Rgotxz74c,,1004500000
17J7DWs9fumouMm94Bz7mh9NF8DjuY6wjx,,1006600000
17JG5pGKbcyrpZQwTFYSDJg2quH3CohCjV,,2100000
17JHNwC2qMqxzUJmEkm8kskRzYsgbCjTXY,,2106420000
17JK7gAqCrmSu7AM5WQCdddtLqqfvhBqnG,,1095554644900
17JPvNZ5KnWSHEQqHKEy5AhxPsdwGCXEVy,,1000000
17JWTqwKd6REHnRQBSGVawYNTAYP1D5FW2,,4566700000
17JWcazAHqfQ9SLCT1qjjzYMhLCmVDwnLK,,1024230000
17JZ4cQnQY46dJZTVXMmpXVkqmbkrX6YuW,,1004500000
17JaHtRo9VRuyHojB3tLzdfahHR2oTPLcq,,300000
17JgMppdGoapi8ZkGswhg2qZbN5UXBafEa,,112000000
17Ji2Mu5QB4kErUo6d6teNyscttvnwSwHc,,1025650000
17JiFH6VtNsLcFny6w8E3ZmWj1LHM3oGBi,,1012900000
17JrPVqKaMu5twFCY33LDZKmWASGhxjP75,,1004500000
17JtnXuayfrthETMuxZnjne7yT9mDnAnA2,,354490740000
17JwJjkgtbJkfD6WXVUNnrPscw5nuRpgSb,,317249530000
17JxRPwnzpzLMECVVpcuy2PhrAePA8kNfM,,700000
17Jxx5RZV2GfZJhqb4Z9oRcqmSm7JLCAZu,,205240000
17JzJgq6pMPsvBzFBDhE9ZUHd4dU8Nj9qe,,3019820000
17K1By9thrB6MPcj8rgnAWdi8poWMBuujD,,191000000
17K2hK38noY9n5ATZUhFnz2CfWcr1W5HMf,,1006600000
17K94iXx7K5Pz2FV53k5FJJ8qC2m2mQARd,,2800000
17KDnBjqnfpDXiVVHpB6bhkA5aER3syc47,,37971000000
17KFXjxDZTqSpUEsNNRvqzgTvuWqS6iJc3,,3000000000
17KGUKm9SnEFGBxmuXYiAmMfM87zTEBN8p,,145028200000
17KKA9Ec7pwyc4H1e5Uo5pTU4iGUwmCVtA,,2106420000
17KPob1fFz7dyxHCv9Vvo2mzKyE7qGuy2N,,1193795155000
17KRd2kFeQQRwomfP4PFSoxntqmGdi9N3g,,1035680000
17KS4CiDgG2Ua2Wsm1SSSAXTzSb8R9rPcb,,4307520000
17KUYCLpGcikSPpWWcf27NqXNgPQD3ANKx,,127000000
17Kaz5q3AxmyHV4M4bdXk7xQ31dn4VAMcp,,89000000
17Kb2YoWiuJuDjUwxZyok3NKX56Yvf7S9f,,1004500000
17Kcasiqu9ejTfWHJCdAfezPr3kgAqHGKt,,53000000
17KdxXbe2u5PTzhyvGEEATEL2VxwHsMxnv,,565202000000
17KeoAdTBbSQYijTgYs7gBZZeAE8dw6DNL,,9144880739000
17KjAgyvh5e1hFGrJKKpmDZJDuEd6gnc3e,,1020680000
17KjbexSDRQFxt8yRhsoX1ADqwfmTrVe4A,,453600000
17KqT9GBo8UTHCYfVb8F56i3QsW7cmY4Xs,,9450000
17KrTE2WugqRy7tm5aknu1Q3zoThqde5a,,248794020000
17Kwoko3rDP6jNLfDUB6xamLewPZ5hQrGC,,1008000000
17L1AkwWBCEk8pQZHHRm6JmTfuPTvz1KWr,,180007225000
17L4Z611faehkz7h4sacHQDJ8EsFQ3ATEW,,1004500000
17L6ezx1CMuVY8eT9jKqVFFHpKKktu39VC,,71620000000
17L7TVuvqjz26u6VKEpntcKxpfk5TeEvF1,,24000000
17LDq68Ug8trd2wq1e17R8V7ody51qnY4w,,1005900000
17LFYARLsPUjAmEciSvj47xjeKw3KYYWtq,,10777000000
17LKVgLV7foc5RpFoBh9FL7A5vgPPz24wf,,172875647000
17LNPMDBSNZ2ewGtXZnfd4jYDkYLBPLqjJ,,1004500000
17LVjMEvMqiCoyZswSFujV6KXZSQVApfRX,,700000
17LZKGqLqB1JwRfVdvzhDCshSxL5ZZJNYE,,1004500000
17La9uJvrNZRhF6J5cSCNc4zVeR27enyWa,,700000
17LdGXizXH13FP5FJ38xvXcnW6c91ThFYN,,1004500000
17LgZA2RcZ7uYU1RKkFPGH9mNSLNheVCow,,1004500000
17Lkr1c6oSFAURYyzWNR4rocjuXiQiC9mt,,6179170000
17LpPM5Uyc8JRsCwz52BoaJB1YXd2f4Crd,,10000000
17LqPUa8o8ZirchcmyVhURycxqukC84iPu,,1006600000
17Lqp8Qdr7Answ2KpazZfJbnpbfNjwsfkK,,2800000
17Lu1qUgfKR4Gnqzk1pVvXjfXLBNzw96KJ,,3000000000
17M6jv45vrJj7rUS5nGn3SFxtkNvvAFrtQ,,1014300000
17M9R9w4dMWSDvTW9Gp6fw7xPL79oBsdv1,,93000000
17MDtgbv9tjAnt74nTfpQwW29ig2Yhn9v5,,60000000
17MFb6CZw9261DTGGsNUEXFf1KhFk3WDMC,,1004500000
17MK8p1sVzeE9wcNvFuwz25wAj3F2gjMKH,,1004500000
17MLjwdAVq5A6nP2kTBrfJE2H3nWAe24VM,,2800000
17MRio4dFpZi1qXL2gcoRE6KMxxegojrDr,,600000
17MSmFd2RVrchEjMiGsCvkSTqHfbKXCw9w,,700000
17MUrfme4eYA4jx1GXGtzU8SBTih11dNPB,,187000000
17MZzF25hfxrc5BrVx4YKnKapeyVjqd8d2,,1010100000
17MfpmSeYihSGLfqrMw2YEx2SztNwZeKwq,,53000000
17MgZQJjpTNJfFYzwSW3gBzkm7StrZy9N1,,920280000
17MsAKqE6hpouK1DdxwAiiPAv6q1JNaGc7,,36679210000
17MwXpw9TesYEj8xrDgp24AesSrBdk6dNg,,231000000
17N23uerWUy4cP8fouZsKWhq5smQd7TadU,,1003800000
17N48752Uqj9kAEfZv8defpxDgRGGjqNS7,,1003800000
17N5nL1ua7XeBMy5HXa7hKc5bQ2EwS4NTr,,1004500000
17N6Kjqoum6KxbhBe45zsAv5e9H6KVt8gj,,700000
17NM2ty3mQetwgb3VQAq16smQMCrunnwcs,,1275380000
17NdPrZ32PZZTEB4Ch47a3gkA1P1KtxynS,,420000
17NfA7zHVFKSakjDSSc25sH6NirURv8qtY,,74000000
17NfajtQeXSt7c72NHsGZqXiYyAqnP7Cgy,,1004500000
17Nivtu9FBERDdNp4cuxmEb9JUUbmwh9aN,,10045060000
17NuFYrbfoN884hgVjnwdp6eG6jeB4CJ66,,1006600000
17Nz86brXuXqQ64FjHkAEAPuZQdCZhE4Wr,,2100000
17P4ZjvhRAg6K8AhqwebBeMXfyqa6MbPSH,,2761360000
17P4ejwsJqbrK1FwavmCgw8iwkC1i3dGw8,,1007300000
17PEt2ahi9L8AnKKwzGU5Y1TeSF2j1s4bW,,3311850000
17PK8tPKwCyhvjQuV61UTybWKV2NFSrnao,,1004500000
17PSz5zK7rpjPBEZN2fDYsbcZfJU6SBeik,,1004500000
17PU5Ei3RLttG4STbMstwuwmGyMVtTaFDt,,2100000
17PUztubTHj9PFmHTxbJt6a6bvzWWtjWYk,,102000000
17PVL9M4weagJHH2ispo7Y8U5idZmnW1qr,,1004500000
17PfaX396BJWnLYDEzKy2y12bpivZEsyfA,,1004500000
17PiV4b1gT9pR7ZpiGawZez8Xc788FWtu2,,1004500000
17Pv2BBKGP3PEUVWZeJYf5MeK5R6DtbxcQ,,1019260000
17Q1CPbNXYnYsXqcM3g9Y8Zr2XXzdzUzvQ,,100000000
17QL7nRUfzBH3LsFrsA1Gfb2Qk6qyb3var,,107221320000
17QLNNy3mhPVhWDnk1g4ez8RvFye9ZJuKT,,600000
17QMuj6ktXh7FF3L5E8c9EbLkJnuTADnWd,,1032090000
17QNhAUMMuUZBfGGiRYTvSKCkntJHswP11,,1005200000
17QSjKkaMzNX4n3hhuXRsozDYmiTwE3cPn,,200000
17Qd66DaE31uxuTRL11uxYZ7ioiMr4a4V7,,300300000000
17QdUz6sWJwL3iaRb8jJckgAyENnULiTsM,,223000000
17Qdtg9MQaXQK5RQSGpf7PS4QYXf1AyakU,,1004500000
17QgoUWSJGSe6qvnJueHE7hThhKu8bY7Qc,,206000000
17Qj878pXyMHTKgyBTTdcWihdUq83EyHUW,,3000000000
17Qk85dzkgvZddGqWZD8QkvqS9Fx7aAS2t,,419000000
17QkvrPRcQTxptG2DxqEGGjWaVL8Dec3SK,,1058220000
17QpC79CG7n7NpYagKJiT7k5k8BQmQg2fL,,1018550000
17QvC4MzAUd19ibtnQ879vNLZdp5f2SZ4q,,3536070000
17QwaV8Ryrk9yVez5g8XjDHYAayidYKtpo,,1050000000
17QwhEpGK3i7uzdznyyDRUGWe9vsARoYz2,,1004500000
17QzhxGE9ZMg2ksG59VrsmdAe3yvhDus2Y,,2800000
17R7CNFvA9WahPX3Wp8kvkLqtcMJhUAPyf,,1008000000
17RAcVftABzoxk6hEpoSh9TxnnFmKErLRc,,2800000
17RC3v2st8oZ56x2B7J6yykkU5opnXUptA,,354000000
17RDnzMBKBWtbwBGzWS449agbWk69QZEaH,,274050000
17RFBYrv31y1eQjCBhh1YNXSsQ1ikkRVfM,,104610000
17RGFJXDtywx13cGsBeLxKZLsEFA5P759i,,83000000
17RKtB4Enf9wrLgYAvEjiQXJc1d2zTyEPZ,,2800000
17RSk421zzNG4DgHn4aqcdjZnboL34TMKG,,62000000
17RTfZxtDE64q3xn2GZnGRTyQTf3zTJsNF,,800000
17RaHMife8ffLJb9DGDyzMYXxiXhU3p9kT,,10548970000
17Rdiz9Ffde3zAUALA9myP4ruF3ceCNMoi,,800000
17RfxioPriQn8p6RKirgxTzQXqD4QhaCXe,,1006600000
17RjwiECFzRXJoG3X1s79ipQNBES2utFJa,,142000000
17RoYUDxzAtNXwxj7CXyEQJp5W9f7pMjLq,,1007300000
17Rru4ViwzUDG5xT8bbATPGM7KddpeGJ32,,6000000000
17Rv1KLmAiGHfDzDDB1NKdLp3HiRFEQZ2L,,3001000000
17RxoLrTS3ENNnQ7iNhgu9sVes91xGrM2D,,1004500000
17Ry9f7ZYtawffEhWLNQ8M7CMgNkgYHPXt,,4281240000
17SApP1iLBxctckhZy9d1ngqrz8hyVBoyD,,1007300000
17SLDn1aD1NjHGKCZcQTEZJQzSaAWZfJx2,,700000
17SMB2rMECbUDWauDG6vBnq4RB2vi9DLG4,,1004500000
17SSchqu8kk4FCGrXXaTRgdNmAV5xtrKo2,,47000000
17SSrJ278fUUPL7tsQU6gzjrVXqJjSM8yi,,124000000
17SYPaSDFaqVNWA1AHNsvt5bRjNsg9gCmz,,1010800000
17SZDe2Xc61M1ZTpjnUQetLK82J1g6Csqn,,1004500000
17Snn4yEYbk1G5wW9xTphzWgKvAskmvquc,,2600000000
17StTvbXLBrGRcPsrFyKrXMt3zbLse9FjA,,7200000000
17SyeWmmn1qrNxeUc4wyRTPCDwDLGJs6NK,,1400000
17T1Vxvny67adQWuVT1f8Fr71weiY1tcEn,,1006600000
17T5183dLyg3JXrunZDoDdWhC2Vn7S6pbf,,65000000
17TBGuqyRHqGahGSTtJcxiHBx9BU4qu5NW,,1007300000
17TERngBEJw6CpAGYhsm8cRWD1JjMcNuEK,,1007300000
17TLaVXr8toruP9r9iU7b3iCt7Bo7oaVPG,,2100000
17TR9UfV7WDPFFCxAzSMTLLcfZU2ySQpF9,,2800000
17TRRKqwgRcYsQzPYBHpwLxa2Nf6hfqASe,,113400000
17TScHvxzt78H1265LsLoadcekGSK1mpBH,,2800000
17TUpEsgpenttYBKHc8QEsCHoycJyK4Xm9,,50000000
17TbUX1BeZ1J2hpqVmsxtx4i3RZVous7AY,,654000
17TcmSgognqz8HvJkRFG76jiZbNLSE9PJt,,421000000
17TdcSQCddUA9nfhcRCNiZBraXMqn51V7v,,222000000
17TgoJP3GQzpk4Na31u7bJYK8YxuhLZ8pP,,12898342000
17TqPQnybihb3sgoKG7rYyKmniUY8JQ9NC,,3024000000
17Ts7x9QFGNjYYhtQTHJxYmLD8Q81PUeyi,,162000000
17Tzgstiych6x99YvrQFtTzv3M8n523wM9,,330630600000
17UDxzZAetqCzB4T9pcgqTvZTvBAdQPjSW,,402943870000
17UGJY957E7nvWUGJQ8mcTdfFiS14Eridg,,50060000
17ULTugQMsvCVUqVMEjLjRqXgcqgY5s7GK,,3024040000
17UQJwsaBaDQCAMCS8LixyDTuwtPUzPjFF,,369395228000
17UQeJyd6FyLL4xbSGwfYLYxzCCgk5otQp,,1667961350000
17UQiAV2b1YTLg1JWyvratSTfXF6mhs7Po,,1022810000
17UYR28BdEcruWRtsa6Wu6YAHu1RLR9NxX,,1004500000
17UdWDxMhsj1Ltau11pfZmzLBjTLvner6N,,1004500000
17Uec5GQkz95yXJKnzgyTmd1gPy353f6RX,,2100000
17UigfXVdojMKxxcjvJXGMsyK9zYycJPJj,,42999000000
17UmSpL4SQ8RdQWquFEXEANv5XuhBegvaL,,3000000000
17UoWWKPvqWTMz3gpVtzxsgFrEomYBKZtU,,1106390000
17V2W9DZ1XNXB7dRUPAdDzDWemhtZrods9,,2800000
17V2cJtMULfsMA1SAVYq8gAAEP5hrxSmK2,,2106420000
17V4ijrSTEqNDgGfPG4tgoSrYkEohxgyhK,,1457570000
17VAdeMRLvpSbM4uRfdg9nbhMpnh7SjTHY,,1003800000
17VDS3FK8R3Hm2ovytRYj18mgC8H3j5yWA,,120000000
17VHnSFS5nFiAnPyxn6oFT94x3Fo4BKNFz,,920280000
17VLZqTntzypXNeXMkwi9dMtsqibXSdcTZ,,32435121280000
17VZAbAEqtEhyjJ2YTpJd4awMNMtNoHpqi,,9504200000
17VZwHnvKbfUNK792bnUvDZtrLVX2rbgCE,,177000000
17VjUhP6duhvFkKTDNScwWjxTtv5dMrtuW,,2105410000
17VzLqtow45k7FQTGN5t22LE5FusbgkSR7,,64000000
17W22LbyzYPKBiTSgCc3dB7z8XFU6TUsA3,,18962720000
17W2de6hHXvqWHYodqUbq5SrfDu7E2ttzJ,,29005440000
17W4GvsHTd2Eexj85hgcKKNQvXTcijKYyN,,1004500000
17W6VVhVbeUGtPiamk3y52M8392fEGgJxo,,1004500000
17W6xgZuPac3nz5uMoxcod1c6ySucbE8RP,,333000000
17WAAppUGTxh8aovKXuhTfFkRd12nJLUvK,,1004500000
17WBiiDnXqdZLJsFUXQK3fje1QYBZGQqdS,,656000
17WBw6GBgJVJU6osJutbWHo1gtDsZfJZJW,,1004500000
17WLB6UsDBYBUKTosQfXQAz3aND9eSfXy7,,2007600000
17WM3XCPYu1hBspQRJA1M8W4W2Zsmgb2cS,,79187000
17WNFvFJpL4H7qmL3WQK5ass3JzxsHEh9N,,1004500000
17WNxsUwwsJEyNeCG1nvEzSqivUQ6NtEHt,,44126120000
17WQVdq81112JQFrLE2nKisG4uFcgiQ6Kh,,1006600000
17WSvtt2EDo6NxSpAZGut9RGrLo9B49VdZ,,6000000
17WVK8zDGkyp9JFWyg1MBbHxVx5cDkjsBv,,1007300000
17WWwnPVpxxiBpkpJH5uBhSERp8W6D7XsH,,18659310000
17WZQMjRMEYPmdw5ErG7KZ86PRyKVBt2PL,,1007300000
17WfSXhRDQmcEV6j4ga5SV7ngYG1GxjtyP,,882800000
17Wm8f3J5EWqR7sQzv4QqZa37af8H8ig9p,,200000000000
17WpBeHFfRnWB64g8sF4MNmUC7kdnH39YT,,920280000
17WtFtdxy9QMRBiKWy2t6ezjPGUNGHtSYR,,410000000
17WtLXNULshbY3RT9u9V9UF9tc8Xb2AP1j,,4809750000
17X2jUz8h58tz9aLbAeZzJeVx4R9mSTUxw,,304410000000
17X45WpFLKCSqVxcQFaDfzPmYfVGnKLfEY,,3015600000
17X5zXGshahGe6oMRBWrW4i7JjiibXi7L4,,70000
17XANLnEEY7ioDZdDBRCkLaNPdTLwUne7H,,2106420000
17XBwnCiXRzW9gZ61G6v71BB9RTs1MkPti,,1004500000
17XCyGQznFnrtPe3ijHijUqw2otLMBJiVo,,1057480000
17XEr9ntP2NH2VhCdzT25UbQYWVHaTvLV9,,401000000
17XNHtfk4DuBDnkhz6ajTPFUjnkSRsNPvh,,124309910000
17XU9LZTdxjXSjwa2fGnE8BXUyLvdaER9Q,,1008700000
17XXN2qkAMYpg1EpxcspCVrApWJ8cZR9kU,,1004500000
17XYbeg29SLHdeT47i4TECg4889Sn2u3vg,,2650000000
17XZnRLqLo8tg9fzftvTZ1fRKK8ZSFZifT,,700000
17XfezeMj5cXnGVgzqHBqmzngz4QHxF1qL,,293000000
17YH9AodGG8ey8CeFDsR6K4LEXjcA2wivm,,406000000
17YNBLoQiGkwdhdoHqphNuTYGur3oeCDon,,7256240000
17YTrWPhAFBX1YArGb2MgxtvJkDwH9uqrA,,2512000000
17YaP4ZnKcqHjSJx8YfWfbVZ2F2f7x12tm,,66650000
17YbMvZXUUdCtL5SjUkCUyBemZJM1xinDv,,7000000000
17YhKaa2xsBwvLdkUMfSFiuTkVPXuc37xU,,1010450000
17Yqo4DExdLStyX1KJ1WukLmFCJVNjSL7R,,1004500000
17YwkX5NVHJh3ngPm1akGn4TEbaSYTcfCs,,2800000
17Z1to7tdau9Xjsbc9ea19JwpRGYffT2B2,,1008000000
17Z2WE4A34BgaSNwiK9txTGsNF9F3CjaXi,,1004500000
17Z4aACLFwRMWY2A59N3PW33oMdLHbUvNa,,22375580000
17ZACQif9FKKB6GzCsSnWH3B3E3Kjmyb5n,,190000000
17ZEVZTx2QQWno7D8JV1SLsQa8867UtJFn,,1022810000
17ZHBUhTSPPNMvzZysxREqwN5DiH3vbE6R,,2247337020000
17ZUFvjs7n2zQupmH7T7KBopuTid2a2UX4,,1004500000
17ZVSFAoGUr8eeWSPyaLDw1K7i1SWSbkMt,,391000000
17ZVtZzGxBDmAzNkTq73n6y6Jjwr9BiP9B,,1007300000
17ZYVoEeBd8Zw7sLC3587b2M6xLWWptyKF,,1029200000
17ZZpUT8qASzKTo1yWV2ndCy9oWgMdcPEv,,100000
17Za4UGAMKZey9fHAEKMM2M3iWrDipc5fv,,264000000
17ZbELn1WKRZZgkPAzLYDAB5Uw25muBjkv,,184892950000
17ZcEU28rDUL11dTsZU7igy7PWXFV8E1X3,,3017710000
17ZkUpqwndopKyuqaBhbhd1zxH2oDyPnVq,,4396910000
17Zq2VQDdH2xHhLWrK9aK4qwwVJgx34oxG,,1010800000
17ZrhUwBMsgz7v3c6AZgmhhQG1uu6sVHY6,,343000000
17ZvPXJYHCsJ9ytZrmZcF4MDGuJZAYMaT3,,3000000000
17ZxjpzwyKsoAZR4gNQAf7dSrb2ykUzyMT,,30140130000
17ZyhXqS3XQRNKMSmZu6xTUTa1zAAjtg66,,891980000
17a4bRX9GP1QFngvwBHMr8Pm7isEXcroPA,,1004500000
17a7B7dQWN7i6uq5dHLtavnAcHpeQEDeQA,,43827450000
17aqa9v7yMDNb8D2FzCWEM4t8N3ZHK2Gfz,,36250000
17arLYjf2YhVd9Mv4CUxYn8Dbkmc8p7eUd,,71000000
17awV48GwyHXEoGqTzR9e7pGSTTtgfFRJt,,2106420000
17ayz7WACeeBBp9A3KLJj5xCpcaMSmHY7Z,,1350000
17az8XqkUswzGwmDPgv1RiDTCeprxkqxnD,,47120000
17b1CKjefXKm2DnBLaNugD3qFx9nNyBku4,,1009400000
17b1PcheGHyrFujnATBhASY7ae5foPVwMR,,1007300000
17b9aTjmrWTVRrs7VmX81PsHgmteEVYDFx,,227901600000
17bD6icaRgbPuZTPmVyWYGSTEvKRepfzZL,,4224160000
17bDpoFaw2F1kwAKRoc5vSYrGQwQ8ZXfcF,,1090350000
17bH3V76iCiaXzGnXX3a3FiZQMYjtnDNcc,,919640000
17bKboHtoMhen8gmDfdai8NeEkTNm3GgoC,,1004500000
17bX66ZCmtxYgjCVtHYDTtNypiPDYVZnd1,,1006600000
17bZKTivoYEeGELkkkvBWQxkoZk1vr7E3G,,1007300000
17bZPAgcJsCUmN6YGYXK6JRq7ij6TnttMi,,1005200000
17bfrm3JDnMBMwZuAStkXtbsXt2kAUFPVW,,2800000
17bhp3FWnjALxRkuUf8oBWSS455QNr9mcH,,81000000
17bhvkPVLQfQhpo8j5EdnbNGYq9QtbqBPc,,254725000000
17bt2kAnQ46hyeSoNVvgHoEZtvY8vhaWLV,,15000000
17bumkdhqs7rRkTxY8ovLWAqvadpufcAF1,,1004500000
17bvBVuo3nijnFNycPbbF2JCucqczUB4NM,,1007300000
17bw3v5Nvna4cxnYwhPY5X7E89hK9WWNLb,,1004500000
17c3gTyf3Tc7E4cigpF8TNtNNdo8nrGTXM,,1007300000
17c756QxHvcFZoXs67JdSo3NNFdekn6eKN,,1888000000
17c88BTWGMaFVA6bvpz6GhLyW4JvimsWuJ,,1006600000
17c8mE5tfeKbioUZCu48VPHGEzByZVD7Ty,,1004500000
17cDC9kfWSNoomrzWo7RYFpCoyCGpNLhBP,,1004500000
17cEMX7s4hoe8EyT1qqdZRsaAEcpWsUS8X,,700000
17cMvukXCbTnrdvDBBX6k7caqhofCPMPLY,,920280000
17cQv1jTbFTg4FYgg1eCAeMHUqGAS8TZvk,,385000000
17cTUakqaSrqVo35GXBM7gVSzaEcQPwRyP,,17230000
17cYu2iRS8Ai73bbC1nJfmK971FfaUQJTD,,3000000000
17cZf4zyP2kyeZCGs1C8E13y26pYe5umfg,,153000000
17cjAiT3Rgoh1Cv6ne14FkLXCVkiBRDaVA,,700000
17cjdYxCaoqsPuE8v1gP5HQprGHvm6FQXE,,2800000
17coHhsd7r8RXjmQDsfC2eVSKGqLgUh1ZC,,2009000000
17cou7CM9BaXuRMZNvbXQ4a2pyRXcVijLV,,1128906820000
17crDuQQDUHvtU9J42nbG8tQxZnKHGT2sj,,336000000
17cziGdtvVGARDhsd5xyB93rNxANY5PATS,,765450000
17dAynVom31GZrc2Ynwsw2sTZd26eKbgSu,,70000000
17dDHNv2aB2bPsPtsRvoRuqbcd4gHES5jd,,1008000000
17dEwpjYxN2LoArExse8fkKdMKV1ScpduQ,,474000000
17dLQ7hLFL9ho3YMnGGko2Rc1fniGGW9DY,,3000000000
17dYioieK8MavZUpZbzVr2UnV9nrnzo4zx,,4000000
17dhjUbTtSAXE8w7DzpZpZzqHeARVry469,,2800000
17dm7qSWXzN264QxTWHSvPYEcJz7YFsm81,,909040000
17e2zXMMkQwSiQcG8H63qQSq3N91aaZh2G,,21007300000
17e5SCLXeB3sPHY1jssjTNQQz3dbGDjj9r,,2100000
17eKBRfbxtUxCzdp6Lss7EpVgSpbeAgnML,,700000
17eMtuCBiKiQxz7uKQe4kcru1hWjZedSVk,,1004500000
17eNYoVhCaUheHMnfkPDjfskG4fhsGNDnX,,92500000000
17eQGepTVCbJjJtZyS2VACQ3vsGhKV9h7B,,146974364000
17eUtc7UZbcNnj6Uzho782ghh2qK6ekPJa,,1003800000
17efHLj4Z5T56NRFkW7rNYu1hG9nFux2TL,,20000000000
17ehmYq9x9MpqUMYnAtE4pz3u7WA7Wiqfr,,9966600000
17epMsCgKbQ4CSFgzvJeJ2HR24iiwXwzPZ,,1004500000
17eqKDa3iniR6wiEqXFMVK6XV38LToETYe,,1004500000
17ervk8sCM7YNuhVxavynQZdcQUPk1wfdD,,1004500000
17euYv1b8hRMCKqYFYpP9sYSUpKgFLqfvG,,145028200000
17evVNed3X98e6PkzbbSxqr4egHj6yiTYo,,1858044000
